timestep,maneuver,reason,block_ahead,dist_to_block_m,vlm_notes,w_efficiency,w_comfort,w_safety
443,Brake,fallback,1,27.5,heuristic default,1.0,1.0,1.0
444,Brake,fallback,1,27.41,heuristic default,1.0,1.0,1.0
445,Brake,fallback,1,27.33,heuristic default,1.0,1.0,1.0
446,Brake,fallback,1,27.26,heuristic default,1.0,1.0,1.0
447,Brake,fallback,1,27.2,heuristic default,1.0,1.0,1.0
448,Brake,fallback,1,27.16,heuristic default,1.0,1.0,1.0
449,Brake,fallback,1,27.12,heuristic default,1.0,1.0,1.0
450,Brake,fallback,1,27.09,heuristic default,1.0,1.0,1.0
451,Brake,fallback,1,27.07,heuristic default,1.0,1.0,1.0
452,Brake,fallback,1,27.07,heuristic default,1.0,1.0,1.0
453,Brake,fallback,1,27.07,heuristic default,1.0,1.0,1.0
454,Brake,fallback,1,27.08,heuristic default,1.0,1.0,1.0
455,Brake,fallback,1,27.11,heuristic default,1.0,1.0,1.0
456,Brake,fallback,1,27.14,heuristic default,1.0,1.0,1.0
457,Brake,fallback,1,27.19,heuristic default,1.0,1.0,1.0
458,Brake,fallback,1,27.24,heuristic default,1.0,1.0,1.0
459,Brake,fallback,1,27.31,heuristic default,1.0,1.0,1.0
460,ChangeLaneRight,ok,1,27.38,heuristic default,1.0,1.0,1.0
461,ChangeLaneRight,ok,1,27.46,heuristic default,1.0,1.0,1.0
462,ChangeLaneRight,ok,1,27.54,heuristic default,1.0,1.0,1.0
463,ChangeLaneRight,ok,1,27.6,heuristic default,1.0,1.0,1.0
464,ChangeLaneRight,ok,1,27.64,heuristic default,1.0,1.0,1.0
465,ChangeLaneRight,ok,1,27.65,heuristic default,1.0,1.0,1.0
466,ChangeLaneRight,ok,1,27.67,heuristic default,1.0,1.0,1.0
467,ChangeLaneRight,ok,1,27.67,heuristic default,1.0,1.0,1.0
468,ChangeLaneRight,ok,1,27.67,heuristic default,1.0,1.0,1.0
469,ChangeLaneRight,ok,1,27.66,heuristic default,1.0,1.0,1.0
470,ChangeLaneRight,ok,1,27.65,heuristic default,1.0,1.0,1.0
471,ChangeLaneRight,ok,1,27.64,heuristic default,1.0,1.0,1.0
472,ChangeLaneRight,ok,1,27.62,heuristic default,1.0,1.0,1.0
473,ChangeLaneRight,ok,1,27.59,heuristic default,1.0,1.0,1.0
474,ChangeLaneRight,ok,1,27.55,heuristic default,1.0,1.0,1.0
475,ChangeLaneRight,ok,1,27.51,heuristic default,1.0,1.0,1.0
476,ChangeLaneRight,ok,1,27.46,heuristic default,1.0,1.0,1.0
477,ChangeLaneRight,ok,1,27.4,heuristic default,1.0,1.0,1.0
478,ChangeLaneRight,ok,1,27.35,heuristic default,1.0,1.0,1.0
479,ChangeLaneRight,ok,1,27.29,heuristic default,1.0,1.0,1.0
480,ChangeLaneRight,ok,1,27.22,heuristic default,1.0,1.0,1.0
481,ChangeLaneRight,ok,1,27.15,heuristic default,1.0,1.0,1.0
482,ChangeLaneRight,ok,1,27.07,heuristic default,1.0,1.0,1.0
483,ChangeLaneRight,ok,1,26.99,heuristic default,1.0,1.0,1.0
484,ChangeLaneRight,ok,1,26.91,heuristic default,1.0,1.0,1.0
485,ChangeLaneRight,ok,1,26.84,heuristic default,1.0,1.0,1.0
486,ChangeLaneRight,ok,1,26.76,heuristic default,1.0,1.0,1.0
487,ChangeLaneRight,ok,1,26.68,heuristic default,1.0,1.0,1.0
488,ChangeLaneRight,ok,1,26.61,heuristic default,1.0,1.0,1.0
489,ChangeLaneRight,ok,0,,heuristic default,1.0,1.0,1.0
490,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
491,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
492,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
493,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
494,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
495,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
496,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
497,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
498,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
499,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
500,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
501,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
502,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
503,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
504,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
505,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
506,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
507,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
508,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
509,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
510,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
511,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
512,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
513,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
514,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
515,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
516,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
517,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
518,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
519,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
520,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
521,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
522,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
523,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
524,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
525,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
526,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
527,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
528,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
529,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
530,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
531,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
532,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
533,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
534,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
535,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
536,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
537,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
538,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
539,KeepLane,ok,1,9.76,heuristic default,1.0,1.0,1.0
540,KeepLane,ok,1,9.12,heuristic default,1.0,1.0,1.0
541,KeepLane,ok,1,8.55,heuristic default,1.0,1.0,1.0
542,KeepLane,ok,1,7.96,heuristic default,1.0,1.0,1.0
543,KeepLane,ok,1,7.6,heuristic default,1.0,1.0,1.0
544,KeepLane,ok,1,7.61,heuristic default,1.0,1.0,1.0
545,KeepLane,ok,1,7.61,heuristic default,1.0,1.0,1.0
546,KeepLane,ok,1,7.61,heuristic default,1.0,1.0,1.0
547,KeepLane,ok,1,7.6,heuristic default,1.0,1.0,1.0
548,KeepLane,ok,1,7.57,heuristic default,1.0,1.0,1.0
549,KeepLane,ok,1,7.61,heuristic default,1.0,1.0,1.0
550,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
551,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
552,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
553,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
554,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
555,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
556,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
557,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
558,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
559,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
560,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
561,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
562,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
563,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
564,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
565,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
566,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
567,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
568,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
569,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
570,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
571,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
572,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
573,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
574,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
575,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
576,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
577,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
578,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
579,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
580,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
581,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
582,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
583,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
584,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
585,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
586,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
587,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
588,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
589,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
590,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
591,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
592,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
593,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
594,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
595,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
596,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
597,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
598,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
599,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
600,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
601,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
